
['2015, 05, 20, 11, 39, 05, 161', u'150.00', u'0.73', u'124.51']
['2015, 05, 20, 11, 39, 06, 168', u'152.00', u'0.74', u'126.17']
['2015, 05, 20, 11, 39, 07, 172', u'151.00', u'0.74', u'125.34']
['2015, 05, 20, 11, 39, 08, 179', u'173.00', u'0.84', u'143.60']
['2015, 05, 20, 11, 39, 09, 186', u'176.00', u'0.86', u'146.09']
['2015, 05, 20, 11, 39, 10, 190', u'163.00', u'0.80', u'135.30']
['2015, 05, 20, 11, 39, 11, 194', u'173.00', u'0.84', u'143.60']
['2015, 05, 20, 11, 39, 12, 201', u'171.00', u'0.83', u'141.94']
['2015, 05, 20, 11, 39, 13, 204', u'165.00', u'0.81', u'136.96']
['2015, 05, 20, 11, 39, 14, 210', u'181.00', u'0.88', u'150.24']
['2015, 05, 20, 11, 39, 15, 214', u'182.00', u'0.89', u'151.07']
['2015, 05, 20, 11, 39, 16, 221', u'164.00', u'0.80', u'136.13']
['2015, 05, 20, 11, 39, 17, 228', u'166.00', u'0.81', u'137.79']
['2015, 05, 20, 11, 39, 18, 233', u'152.00', u'0.74', u'126.17']
['2015, 05, 20, 11, 39, 19, 239', u'176.00', u'0.86', u'146.09']
['2015, 05, 20, 11, 39, 20, 246', u'145.00', u'0.71', u'120.36']
['2015, 05, 20, 11, 39, 21, 248', u'156.00', u'0.76', u'129.49']
['2015, 05, 20, 11, 39, 22, 253', u'145.00', u'0.71', u'120.36']
['2015, 05, 20, 11, 39, 23, 258', u'180.00', u'0.88', u'149.41']
['2015, 05, 20, 11, 39, 24, 261', u'171.00', u'0.83', u'141.94']
['2015, 05, 20, 11, 39, 25, 266', u'172.00', u'0.84', u'142.77']
['2015, 05, 20, 11, 39, 26, 273', u'158.00', u'0.77', u'131.15']
['2015, 05, 20, 11, 39, 27, 280', u'177.00', u'0.86', u'146.92']
['2015, 05, 20, 11, 39, 28, 286', u'143.00', u'0.70', u'118.70']
['2015, 05, 20, 11, 39, 29, 291', u'163.00', u'0.80', u'135.30']
['2015, 05, 20, 11, 39, 30, 297', u'146.00', u'0.71', u'121.19']
['2015, 05, 20, 11, 39, 31, 305', u'177.00', u'0.86', u'146.92']
['2015, 05, 20, 11, 39, 32, 309', u'163.00', u'0.80', u'135.30']
['2015, 05, 20, 11, 39, 33, 316', u'156.00', u'0.76', u'129.49']
['2015, 05, 20, 11, 39, 34, 323', u'166.00', u'0.81', u'137.79']
['2015, 05, 20, 11, 39, 35, 330', u'163.00', u'0.80', u'135.30']
['2015, 05, 20, 11, 39, 36, 331', u'168.00', u'0.82', u'139.45']
['2015, 05, 20, 11, 39, 37, 339', u'184.00', u'0.90', u'152.73']
['2015, 05, 20, 11, 39, 38, 346', u'163.00', u'0.80', u'135.30']
['2015, 05, 20, 11, 39, 39, 353', u'139.00', u'0.68', u'115.38']
['2015, 05, 20, 11, 39, 40, 359', u'174.00', u'0.85', u'144.43']
['2015, 05, 20, 11, 39, 41, 364', u'163.00', u'0.80', u'135.30']
['2015, 05, 20, 11, 39, 42, 370', u'165.00', u'0.81', u'136.96']
['2015, 05, 20, 11, 39, 43, 374', u'172.00', u'0.84', u'142.77']
['2015, 05, 20, 11, 39, 44, 379', u'181.00', u'0.88', u'150.24']
['2015, 05, 20, 11, 39, 45, 381', u'158.00', u'0.77', u'131.15']
['2015, 05, 20, 11, 39, 46, 385', u'161.00', u'0.79', u'133.64']
['2015, 05, 20, 11, 39, 47, 388', u'176.00', u'0.86', u'146.09']
['2015, 05, 20, 11, 39, 48, 392', u'157.00', u'0.77', u'130.32']
['2015, 05, 20, 11, 39, 49, 395', u'167.00', u'0.82', u'138.62']
['2015, 05, 20, 11, 39, 50, 398', u'177.00', u'0.86', u'146.92']
['2015, 05, 20, 11, 39, 51, 402', u'152.00', u'0.74', u'126.17']
['2015, 05, 20, 11, 39, 52, 405', u'154.00', u'0.75', u'127.83']
['2015, 05, 20, 11, 39, 53, 409', u'171.00', u'0.83', u'141.94']
['2015, 05, 20, 11, 39, 54, 413', u'182.00', u'0.89', u'151.07']
['2015, 05, 20, 11, 39, 55, 414', u'161.00', u'0.79', u'133.64']
['2015, 05, 20, 11, 39, 56, 420', u'166.00', u'0.81', u'137.79']
['2015, 05, 20, 11, 39, 57, 423', u'175.00', u'0.85', u'145.26']
['2015, 05, 20, 11, 39, 58, 431', u'171.00', u'0.83', u'141.94']
['2015, 05, 20, 11, 39, 59, 437', u'161.00', u'0.79', u'133.64']
['2015, 05, 20, 11, 40, 00, 441', u'158.00', u'0.77', u'131.15']
['2015, 05, 20, 11, 40, 01, 447', u'148.00', u'0.72', u'122.85']
['2015, 05, 20, 11, 40, 02, 448', u'148.00', u'0.72', u'122.85']
